Q,A,label,,,
남편이 날 진심으로 사랑하는 걸까?,남편을 의심하지 마세요.,2,,,
남편이 내 의견 무시해,무시당하는 기분이 들어서 너무 외롭고 상처받게 된다고 차분하고 부드럽게 말해보세요.,2,,,
남편이 자꾸 만져,같이 만져요.,2,,,
남편이 자꾸 만져,질 수 없죠.,2,,,
남편이 축가 불러준대,로맨틱한 남편이네요.,2,,,
남편이 츤데레 스타일이야,귀엽겠네요.,2,,,
남편이 효자인 거 같아,좋게 생각해보세요.,2,,,
남편한테 만족해?,그 중에 낫다 생각하고 사는 거죠.,2,,,
남편한테 서운한거 얘기해도 될까?,수천번 생각해도 이건 아니라고 생각이 되면 서운하다고 이야기하세요.,2,,,
내 가치관이랑 다른 가치관을 가지고 있는 그 남자를 좋아하는게 힘들어.,서로의 가치관이 평행선을 이루지만 않는다면 만날 수도 있을 거예요.,2,,,
내 기준 괜찮은 사람 발견했는데 남친 있는지 물어봐도 돼?,얼른 물어보세요.,2,,,
내 남사친이랑 잘되고 싶어 그는 나를 여자로 봐줄까?,이성으로 어필해야죠.,2,,,
내 남자로 만들기,사랑은 소유하는 게 아니에요.,2,,,
내 마음 들킨 거 같아,그래봤자 상대방이 더 좋아할 거예요.,2,,,
내 마음 알면서도 모른척하는거면 어떡해?,당신의 인연인 아닌가보다 생각하세요.,2,,,
내 마음에 온통 너야,올인은 좋은게 아니에요.,2,,,
내 마음을 보여주는 게 어려워,상대가 부담스러워하지 않게 나를 사랑하고 상대를 사랑해주세요.,2,,,
내 맘대로 되지가 않아.,저도 제 마음대로 되면 더 바랄 게 없겠네요.,2,,,
내 번호를 따간 사람이 내 친구가 좋아하는 애야.,운명의 장난같네요.,2,,,
내 사랑이 부족한걸까?,더 노력해보세요.,2,,,
내 사랑이 있을까?,눈을 크게 뜨고 잘 찾아보세요.,2,,,
내 아이돌이랑 연애하보고 싶다,환상이 깨지면 많이 슬플 거예요.,2,,,
내 여자로 만들기,사랑은 소유하는 게 아니에요.,2,,,
내 여자하자.,저라도 괜찮나요?,2,,,
내 왜 좋아할까?,당신 존재 자체만으로 이유가 됩니다.,2,,,
내 이상형도 아닌데 그 여자를 왜 좋아하는지 모르겠어.,이상형은 이상형일 뿐이니까요.,2,,,
내 이상형이 뭔지 모르겠어.,이상형이 꼭 있어야할 필요는 없어요.,2,,,
내 이상형이 아닌데 그 남자를 왜 이렇게 좋아할까.,이상형은 이상형일 뿐이니까요.,2,,,
내 존재를 알리고 싶어,우연을 가장해서 여러 번 마주쳐보세요.,2,,,
내 첫사랑이 날 기억 못 해.,모든 기억은 같지 않으니 너무 실망하지 마세요.,2,,,
내 친구가 내 짝남 욕을 계속 해.,친구가 좋아하는지 모르고 있나 봅니다.,2,,,
내 친구가 내 짝남 좋아하나?,그렇게 느껴진다면 사실일지도 모르겠네요.,2,,,
내 친구들이 다 별로라고 하는 짝녀 나만 좋다면 연락하는게 맞는걸까?,다른 사람들이 별로라고 말하는 이유를 생각해보세요.,2,,,
내 친구랑 내 짝남이 서로 좋아하는 것 같아.,안타까운 상황이네요.,2,,,
내 친구랑 내 짝녀가 서로 좋아하는 것 같은데 나 어떡함?,천천히 마음을 정리하는게 필요하겠어요.,2,,,
내가 그 사람을 좋아하는건지 아닌지 착각이 들어.,확신이 서지 않을 때가 있지요.,2,,,
내가 그냥 아는 여자라네?,그런 남자 신경쓰지 마세요.,2,,,
내가 그냥 학교 후배래,그런 사람 신경쓰지 마세요.,2,,,
내가 그녀를 생각하는 만큼 그녀도 다른 사람을 생각하겠지.,그런 생각은 접어두는게 맘 편합니다.,2,,,
내가 그를 생각하는 만큼 그도 나를 생각할까.,내가 어떻게 생각하는지가 중요해요.,2,,,
내가 그사람한테 필요했으면 좋겠어,사적 영역에 깊숙이 들어가보세요.,2,,,
내가 너무 기댄 거 같아,상대방도 똑같은 인간이라는 걸 잊지 마세요.,2,,,
내가 너무 몰아붙였나봐,좀 더 차분하게 생각할 시간을 주세요.,2,,,
내가 너무 이기적이었어,상대방도 똑같은 인간이라는 걸 잊지 마세요.,2,,,
내가 너무 진지한걸까.,부담되지 않는 선에서 진중한 태도도 좋네요.,2,,,
내가 누굴 좋아하는지 헷갈리면 이상해?,확신이 없다면 헷갈릴 수 있지요.,2,,,
내가 더 사랑할까?,누가 더 사랑하는지는 중요하지 않아요.,2,,,
내가 더 좋아하는 거 같은 느낌이야.,그래봤자 상대방이 더 좋아할 거예요.,2,,,
내가 더 좋아하는 관계,내가 더 좋아해도 덜 좋아해도 상관없어요.,2,,,
내가 무의식 중에 무시하는 듯한 말투를 썼어,상대방을 존중해주세요.,2,,,
내가 사랑하는 사람이 나를 사랑했으면,그 사람도 당신을 사랑하고 있을지도 몰라요.,2,,,
내가 사랑해도 될까?,당연하죠.,2,,,
내가 사랑했던 그 사람 맞아?,사랑했던 그 사람의 다른 모습이 보인거예요. 그 사람 맞아요.,2,,,
내가 생각하는 만큼 걔도 날 생각할까?,확신이 없나보네요.,2,,,
내가 생각했던 사람이 맞는지 확신이 안들어,새로운 모습을 봤나봐요.,2,,,
내가 싫은 건 너도 싫어해줘서 고마워,싫은 게 통해야 편하죠.,2,,,
내가 썸 깼는데 다시 연락하고 싶어.,감정에 확신이 있다면 연락해보세요.,2,,,
내가 여자 좋아하는 줄 알았는데.,같은 여자를 좋아할 수도 있는 거예요.,2,,,
내가 여자친구의 전남자친구보다 능력이 부족해.,사람 보고 만나는 걸테니 걱정마세요.,2,,,
내가 연락 끊은 짝남한테 다시 연락올 수 있는 법 좀.,먼저 연락해서 대화를 이어나가는 게 수월해요.,2,,,
내가 오랫동안 좋아하던 사람이 날 몰라.,자신의 존재를 알리는 게 우선이겠네요.,2,,,
내가 이 사람을 사랑하는 건가?,자꾸 생각난다면 그럴 거예요.,2,,,
내가 좋대,저도 좋아합니다.,2,,,
내가 좋아하는 거 알았는데도 나를 대하는게 변함이 없어.,친구로 지내고 싶은 거겠죠.,2,,,
내가 좋아하는 거 티내면 싫어할까?,부담스러울 수도 있겠어요.,2,,,
내가 좋아하는 걸 티냈는데 그 사람은 반응이 없어.,서로 마음이 같았으면 좋았을텐데 안타깝네요.,2,,,
내가 좋아하는 걸 티냈는데 못 알아챘을까?,못 알아차렸을 수도 있어요.,2,,,
내가 좋아하는 남자를 만나는게 나아? 나를 좋아하는 남자를 만나는게 나아?,그건 본인의 사랑 방식에 따라 다릅니다.,2,,,
내가 좋아하는 사람보다 나를 좋아해주는 사람 만나는게 행복한거라더니.,아쉬운 부분이 있나봐요.,2,,,
내가 좋아하는 사람이 나를 신경쓰게 하는 방법 조언 좀.,질투를 유발해 보는 방법도 있다고 합니다.,2,,,
내가 좋아하는 사람이 나를 좋아하는지 모르겠어.,주변에 물어보는 건 어떨까요.,2,,,
내가 좋아하는 사람이 나를 창피해하는 것 같아.,너무 슬픈 말이에요.,2,,,
내가 좋아하는 사람이 날 좋아해주는건 정말 기적인 듯.,행복한 일이지요.,2,,,
내가 좋아하는 사람이 날 좋아했으면 좋겠어.,그것만큼 좋은 일도 없죠.,2,,,
내가 좋아하는 사람이 누구를 좋아하는지 궁금해.,주변 사람들에게 물어보면 알 수 있지 않을까요?,2,,,
내가 좋아하는 사람이 누군지 점점 헷갈려.,결정적인 감정의 변화가 없었나봐요.,2,,,
내가 좋아하는 사람이 다른 사람을 좋아하는데 자괴감이 들어.,자괴감이 들 필요는 없어요.,2,,,
내가 좋아하는 사람이 다른 사람을 짝사랑 해. 도와줘야 할까.,도와주다가 마음이 더 다칠 거예요.,2,,,
내가 좋아하는 사람이 유명해지면 기분이 어떨까.,좋으면서도 서운하지 않을까요.,2,,,
내가 좋아하는 사람이랑 나이 차이가 많이 나는데 괜찮을까?,나이 차이는 중요하지 않아요.,2,,,
내가 좋아하는 애가 날 좋아하는 것 같으면 갑자기 정 떨어지고 뭔가 싫어짐,어떤 심리일까요.,2,,,
내가 좋아하는 애가 유학간대.,정말 섭섭한 기분이겠네요.,2,,,
내가 좋아하는 애를 내 친구가 계속 욕하는게 맘에 안들어.,특별한 이유가 없다면 서운함을 전해보세요.,2,,,
내가 좋아하는 애를 내 친구가 좋아하는게 맘에 안 들어.,딱 질투네요.,2,,,
내가 좋아하는 여자애를 따라 좋아하는 애가 있음.,먼저 좋아하고 있었을지도 몰라요.,2,,,
내가 좋아하는걸 그사람이 알았으면 좋겠어.,마음을 조금씩 전해보세요.,2,,,
내가 좋아하는지 그 애가 아예 몰라.,조금은 티를 내봐야죠.,2,,,
내가 좋아할 자격이 있나 모르겠어.,그냥 좋아하면 돼요.,2,,,
내가 좋아할 자격이 있나 모르겠어.,좋아하는데 자격은 없어요.,2,,,
내가 좋아해도 될까?,누구나 좋아할 권리가 있어요.,2,,,
내가 좋아해도 될까?,좋아하는데 자격은 없어요.,2,,,
내가 진짜 둔한데 나를 좋아하는지 모르겠어.,직접적으로 물어보는게 좋겠어요.,2,,,
내가 집착하는 걸까?,집착일 수도 있겠어요.,2,,,
내가 첫 연애래,더 잘해주세요.,2,,,
내가 첫사랑이래,그 사람에게 잘해주세요.,2,,,
내가 최대한 잘해줘도 불만이 많아,서로 원하는 기대치가 다른 것 같아요.,2,,,
내가 친절하니까 쉬워보이나?,그런 사람 만나지 마세요.,2,,,
내가 해본 연애 중에 짝사랑인데 이뤄진 연애는 없는 듯.,이제 그런 경우를 만들어봐요.,2,,,
내가 해주는 것도 없는데 나한테 너무 잘해줘,무엇을 해줘서 잘하는게 아니라 곁에 존재해주었다는 이유만으로 삶이 풍부해진 것 같아요.,2,,,
내일 개강총회인데 짝녀한테 어떻게 잘 보이지.,옆에서 잘 챙겨주면 좋을 것 같아요.,2,,,
내일 결혼식이야,떨리겠어요.,2,,,
내일 더 사랑해,달콤한 말이네요.,2,,,
내일 만나자고 해볼까?,멋지게 데이트 신청 해보세요.,2,,,
내일 뭐 입고 나갈까,날씨에 맞게 입는 게 좋을 것 같아요.,2,,,
내일 짝남이랑 영화보러간당.,좋은 시간 보내고 와요.,2,,,
내일 짝녀랑 영화보러갑니다.,많이 떨리겠어요.,2,,,
낼 짝남한테 잘 보이고 싶어.,실수하지 않는다면 잘 할 거예요.,2,,,
낼 짝녀한테 잘 보이고 싶어.,실수하지 않는다면 잘할거라 생각해요.,2,,,
너 생각이 났어.,어머나,2,,,
너도 썸 타?,저도 썸을 탑니다.,2,,,
너라서 행복해,달콤한 말이예요.,2,,,
너를 사랑한 시간,그 시간들이 중요하죠.,2,,,
너무 사랑하는데 동거해도될까?,책임질 수 있다면 하고 싶은 대로 하세요.,2,,,
너무 설레서 울렁거려.,부러워요. 자연스러운 현상이에요.,2,,,
너무 예민한 여자친구,너그럽게 봐달라고 말해보세요.,2,,,
너무 잘해주면 질려하나?,좋은 사람이라면 고마워할 거예요.,2,,,
너무 잘해줬더니 당연한줄 아네,호의를 권리로 아는 사람 만나지 마세요.,2,,,
너무 좋아서 절제가 안돼.,자연스러운 현상이에요.,2,,,
너무 좋아하면 남자친구가 부담스러워 할까?,너무 좋아해주면 사랑스러워 보일 거 같아요.,2,,,
너무 쿨한 남자친구가 고민이야.,쿨방망이로 때려주세요.,2,,,
너무 행복해. 오래갈 수 있을까?,노력하면 가능할 거예요.,2,,,
너무 행복해. 오래갈 수 있을까?,오래갈 수 있을 거예요.,2,,,
너와 내가 인연이었으면 좋겠어,인연은 만들어 가는거예요.,2,,,
넘치는 사랑 받고 있어,당신은 사랑 받을 만한 사람이에요.,2,,,
노는 거 좋아하는 남자는 좋아하면 힘들겠지?,지금은 괜찮지만 힘들 거예요.,2,,,
노는 거 좋아하는 사람은 좋아하면 힘들거야.,지금은 괜찮더라도 힘들 거예요.,2,,,
노는 것 좋아하는 여자 이쁜데 좀 그래.,자신의 가치관에 상대를 속박하지 말아요.,2,,,
놀러다니기 좋아하는 남자 착하긴한데 나랑은 안맞다고 생각이 들어.,안맞는다면 정리하는 편이 좋을 거예요.,2,,,
놓치고 싶지 않는 사람,운명인가봐요.,2,,,
누가 날 좋아하는 걸 알면 어떤 생각이 들어?,처음엔 당황스러울 거예요.,2,,,
누가 더 사랑할까?,누가 더 사랑하는지는 중요하지 않아요.,2,,,
누가 봐도 썸 타는 사이인데 연락이 없어.,먼저 연락하는 것도 좋을 거 같아요.,2,,,
누구에게나 친절한 남자 위험해?,어떻게 하느냐에 달려있겠죠.,2,,,
누군가를 좋아하는게 과연 행복한 걸까.,행복하지만은 않겠지요.,2,,,
누군가를 좋아하는게 두려워.,좋아하는 감정을 느낀다는 자체가 참 행복한 거예요.,2,,,
누군가를 좋아하는게 이렇게 힘들줄 알았다면 시작도 안했을거야.,후회하고 번복하게 되는게 참 이상하죠.,2,,,
누군가를 좋아한다는건 정말 힘들일이야.,좋아하는 감정은 정말 복잡하고 힘들어요.,2,,,
누군가를 좋아해본 적이 없는데 문제가 있는걸까?,그것은 전혀 문제되지 않아요.,2,,,
누군가를 짝사랑하게 되는게 두려워.,이제 짝사랑 말고 둘이서 하는 사랑하세요.,2,,,
눈 뜨면 생각나는 사람,깊은 사랑에 빠지셨군요.,2,,,
눈에서 멀어져도 좋아하는 건 어떡하죠?,생각에서 멀어지지 않았나봐요.,2,,,
눈을 감아도 보고 싶어,상사병 걸리기전에 찾아가보세요.,2,,,
눈이 자꾸 마주쳐,자꾸 시선을 마주쳐보세요.,2,,,
다 맞춰주고 싶은 사람,정말 사랑하고 있나봐요.,2,,,
다 잊었는데 다시 그녀가 나타났어,마음이 혼란스럽겠어요.,2,,,
다 잘맞는데 가치관이 다른 연애가 고민.,가치관이 중요한 거 같아요.,2,,,
다니던 회사를 그만두고 1년간 여행을 가자고 해.,큰 용기가 필요하겠네요.,2,,,
다들 우리 잘 어울린대,잘 어울리는 한 쌍이에요.,2,,,
다른 사람은 잘만 하는 연애,서툰 연애도 연애에요.,2,,,
다시 만나서 사랑할 수 있을까?,진정으로 사랑한다면 다시 시작해보세요.,2,,,
다시 사랑이 오겠지?,충분히 좋은 사람 만날 수 있을 거예요.,2,,,
다시 썸 타는 방법,천천히 다시 다가가보세요.,2,,,
다시 웃게 해준 사람,그 사람이 당신의 홈닥터군요.,2,,,
다시 태어나도 만나고 싶은 사람,말로만 들어도 좋겠네요.,2,,,
다썸이 뭐야?,여러 사람이랑 썸 타는 거요.,2,,,
다정한 사람 만나고싶어,그런 사람 만나길 바랄게요.,2,,,
단 하루도 널 사랑하지 않은 날이 없었어,멋진 말이네요.,2,,,
단둘이 놀자,봄 꽃 구경 가는걸 추천합니다.,2,,,
단톡방에서 내 톡에만 답장해. 썸 각?,호감이 있을 수도 있어요. 그렇지만 조금 더 상황을 지켜보세요.,2,,,
